AT,SR,RH,WV,AP
7.89,60.353,97.47,0.00,694.17
7.68,173.853,97.05,0.00,693.99
7.82,478.847,98.37,0.00,694.22
8.15,442.399,97.29,0.00,694.64
8.84,382.75,93.80,0.00,695.03
9.86,368.68,91.01,0.00,695.66
11.96,330.824,80.57,0.00,695.75
12.76,208.116,79.13,0.00,695.66
13.12,185.057,70.51,0.00,695.50
12.82,108.37,66.05,0.00,695.41
8.01,0.013,94.83,0.00,694.77
8.28,9.705,92.17,0.00,694.21
8.10,85.248,94.61,0.00,694.01
8.22,186.348,97.43,0.00,694.08
8.24,257.677,98.28,0.00,694.33
8.08,677.12,98.37,0.00,694.75
8.97,881.527,96.26,0.00,695.28
10.97,737.996,84.19,0.00,695.77
12.21,598.044,80.70,0.00,695.88
13.47,490.057,76.64,0.00,695.83
14.40,255.198,74.13,0.00,695.48
15.08,128.535,66.81,0.00,695.02
7.77,0,92.85,0.00,694.80
7.46,10.878,93.25,0.00,694.28
7.60,156.455,92.37,0.00,694.10
7.14,244.097,93.67,0.00,693.92
6.42,356.919,93.91,0.00,694.25
6.79,305.935,93.96,0.00,694.86
8.70,688.91,90.41,0.00,695.31
10.47,788.326,84.33,0.00,695.67
11.84,607.332,79.56,0.00,696.05
12.04,651.962,79.76,0.00,696.30
14.00,420.374,72.98,0.00,696.10
14.73,297.658,71.17,0.00,695.64
8.46,0.016,95.95,0.00,695.87
8.28,12.268,98.31,0.00,695.32
7.95,115.571,98.60,0.00,694.93
7.98,361.557,98.75,0.00,694.97
8.03,494.193,98.25,0.00,695.19
8.33,682.504,93.40,0.00,695.39
9.14,539.825,90.30,0.00,696.06
11.23,380.904,78.43,0.00,696.74
12.61,465.342,72.90,0.00,696.97
14.38,339.719,69.06,0.00,696.85
13.95,200.029,71.30,0.00,696.58
14.37,35.013,69.28,0.00,695.94
4.55,0,89.70,0.00,695.51
4.50,18.409,89.75,0.00,694.99
4.35,223.302,90.78,0.00,694.64
3.67,490.34,91.83,0.00,694.53
3.91,698.977,90.55,0.00,694.60
3.68,869.913,91.37,0.00,695.03
6.89,859.042,85.77,0.00,695.50
11.21,659.533,75.15,0.00,696.01
13.57,440.589,69.80,0.00,696.20
15.73,209.923,61.55,0.00,695.93
17.24,268.163,56.46,0.00,695.27
17.45,262.138,56.00,0.00,694.49
7.50,0.006,82.74,0.00,694.73
8.10,15.332,82.87,0.00,694.26
7.50,51.409,89.86,0.00,693.94
7.12,180.648,92.87,0.00,694.00
7.68,333.2,92.20,0.00,694.30
8.14,563.642,91.93,0.00,694.82
8.91,735.459,92.52,0.00,695.52
9.97,950.122,89.93,0.00,696.21
12.34,578.164,72.94,0.00,696.29
14.26,367.628,64.86,0.00,696.03
16.03,622.541,58.14,0.00,695.38
17.79,231.564,53.16,0.00,694.44
7.75,0,94.51,0.00,695.77
7.24,10.333,92.87,0.00,695.17
6.79,90.327,92.36,0.00,694.73
6.46,214.148,92.44,0.00,694.73
6.34,450.184,92.79,0.00,695.15
6.56,359.155,91.53,0.00,695.30
7.55,452.899,90.52,0.00,695.98
10.01,535.403,80.45,0.00,696.68
11.80,350.162,74.87,0.00,696.66
12.68,540.118,76.25,0.00,696.51
13.65,230.869,74.11,0.00,696.20
14.27,84.312,74.04,0.00,695.58
8.96,0,96.52,0.00,696.24
8.87,4.057,97.78,0.00,695.96
8.97,33.029,98.30,0.00,695.70
8.90,180.429,98.38,0.00,695.72
8.73,280.353,98.00,0.00,695.91
8.74,407.153,97.76,0.00,696.16
8.88,326.719,98.00,0.00,696.82
9.89,149.626,92.75,0.00,697.32
11.15,160.089,85.91,0.00,697.62
12.31,263.598,81.98,0.00,697.51
12.74,234.223,79.98,0.00,697.16
12.32,120.74,78.79,0.00,696.60
7.00,0,93.02,0.00,696.87
7.81,4.769,92.69,0.00,696.46
7.96,76.927,92.86,0.00,695.91
7.63,140.335,96.94,0.00,695.77
7.59,309.191,97.92,0.00,695.77
7.74,329.809,98.07,0.00,696.22
8.40,432.694,96.38,0.00,696.80
9.87,258.237,89.30,0.00,697.29
11.23,254.529,80.50,0.00,697.52
11.77,175.864,79.91,0.00,697.37
12.79,111.734,76.17,0.00,697.05
12.56,116.56,75.78,0.00,696.50
6.94,0,88.43,0.00,696.02
5.86,15.81,91.38,0.00,695.50
5.98,68.447,92.36,0.00,695.17
6.14,193.68,92.75,0.00,695.05
6.28,399.643,93.42,0.00,695.37
6.12,520.86,94.48,0.00,695.62
7.98,555.126,89.45,0.00,696.01
10.31,405.484,81.65,0.00,696.55
11.13,207.644,81.79,0.00,696.97
12.53,190.181,73.69,0.00,696.90
13.60,116.225,72.76,0.00,696.70
13.48,299.388,72.10,0.00,696.36
6.46,0,90.20,0.00,695.66
8.74,6.43,82.62,0.00,695.27
7.76,50.3,89.82,0.00,694.93
7.84,157.606,91.80,0.00,694.95
7.60,424.719,94.34,0.00,695.32
7.95,402.159,92.57,0.00,695.69
9.57,207.918,82.34,0.00,696.30
10.24,285.937,85.50,0.00,696.85
12.20,324.439,76.26,0.00,696.94
12.88,603.307,74.69,0.00,696.86
12.64,670.516,77.37,0.00,696.42
13.62,354.526,71.80,0.00,695.71
10.22,0,74.79,0.00,695.90
9.46,15.607,79.85,0.00,695.53
7.66,130.542,87.31,0.00,695.19
5.98,213.175,91.39,0.00,695.09
5.16,332.775,91.29,0.00,695.20
5.28,526.877,90.91,0.00,695.53
8.37,762.76,85.81,0.00,696.05
10.03,474.114,82.37,0.00,696.60
11.86,457.043,75.02,0.00,696.71
13.65,585.756,68.52,0.00,696.39
15.47,228.034,60.79,0.00,696.01
15.52,163.211,58.20,0.00,695.42
9.35,0,87.93,0.00,695.14
9.01,10.837,88.52,0.00,694.82
8.48,195.606,90.02,0.00,694.66
9.51,274.615,82.27,0.00,694.73
8.29,459.556,85.19,0.00,694.81
7.67,722.847,91.13,0.00,695.10
9.87,697.526,85.66,0.00,695.20
11.16,920.008,80.06,0.00,695.74
12.51,950.873,75.69,0.00,695.99
14.69,803.215,70.41,0.00,695.82
15.06,671.051,66.01,0.00,695.69
16.02,210.272,59.57,0.00,695.22
8.79,0,88.98,0.00,694.96
8.86,7.746,91.30,0.00,694.69
8.60,56.712,94.55,0.00,694.52
8.36,155.975,95.38,0.00,694.63
8.44,361.636,93.99,0.00,694.63
8.21,363.84,94.45,0.00,694.68
8.89,276.715,92.13,0.00,695.27
10.81,419.593,83.08,0.00,695.59
12.61,235.342,74.45,0.00,695.84
12.95,240.187,70.24,0.00,695.72
11.91,182.549,77.32,0.00,695.88
12.29,79.71,79.60,0.00,695.36
8.79,0.005,79.72,0.00,694.91
7.50,4.815,88.62,0.00,694.34
7.44,41.84,90.31,0.00,693.95
7.50,237.3,95.09,0.00,693.75
7.82,261.658,97.00,0.00,694.02
8.10,403.324,97.19,0.00,694.32
8.49,362.957,96.84,0.00,694.92
10.80,226.494,86.23,0.00,695.32
12.10,213.023,79.23,0.00,695.53
13.17,195.909,75.96,0.00,695.45
13.15,142.133,77.44,0.00,695.16
13.22,49.117,69.67,0.00,694.73
10.27,0.003,80.01,0.00,694.97
9.55,7.635,87.95,0.00,694.36
9.21,75.822,92.17,0.00,693.99
8.82,149.809,96.63,0.00,694.19
8.79,117.032,97.21,0.00,694.38
8.84,239.978,97.78,0.00,694.77
9.84,360.122,90.70,0.00,695.46
10.88,515.575,82.51,0.00,696.01
10.96,468.04,85.16,0.00,696.22
11.71,254.044,85.20,0.00,696.05
13.47,146.079,72.15,0.00,695.57
14.15,117.456,69.28,0.00,695.03
7.80,0,96.57,0.00,694.97
7.75,7.358,94.75,0.00,694.53
7.88,83.029,95.57,0.00,694.22
7.93,252.88,96.64,0.00,694.09
7.61,275.856,96.59,0.00,694.24
7.84,238.051,98.20,0.00,694.75
8.86,376.493,96.38,0.00,695.43
11.48,291.379,82.11,0.00,695.92
12.25,211.922,81.33,0.00,696.00
12.63,191.116,81.23,0.00,695.84
13.87,214.804,76.53,0.00,695.47
14.04,169.684,73.23,0.00,695.04
8.50,0,90.38,0.00,695.63
7.98,22.926,96.34,0.00,695.16
8.02,109.37,96.92,0.00,694.76
8.11,144.306,96.42,0.00,694.77
8.00,166.711,97.02,0.00,694.98
7.81,245.666,98.34,0.00,695.11
8.35,238.106,97.90,0.00,695.89
10.03,302.97,86.96,0.00,696.33
11.61,269.224,75.45,0.00,696.47
12.17,299.342,71.51,0.00,696.66
12.68,141.858,69.10,0.00,696.55
13.31,132.676,72.97,0.00,695.94
8.17,0,93.77,0.00,695.87
8.25,12.348,95.82,0.00,695.42
8.18,103.333,95.76,0.00,695.32
7.97,190.078,98.28,0.00,695.32
7.76,375.747,97.83,0.00,695.44
7.60,403.897,97.82,0.00,695.85
8.46,488.071,98.29,0.00,696.45
10.15,454.411,89.75,0.00,696.97
12.51,325.346,73.98,0.00,697.05
13.36,394.444,73.33,0.00,696.96
14.38,222.689,68.12,0.00,696.81
15.11,124.811,63.32,0.00,696.20
9.45,0,93.56,0.00,696.78
9.45,3.323,92.69,0.00,696.33
8.81,75.859,91.11,0.00,695.72
8.11,203.056,93.38,0.00,695.78
7.87,319.335,93.50,0.00,695.99
8.25,359.588,95.59,0.00,696.46
8.93,462.537,96.73,0.00,696.99
10.54,647.558,85.67,0.00,697.54
11.83,502.073,78.40,0.00,697.74
12.83,562.403,75.49,0.00,697.80
14.00,340.526,67.75,0.00,697.49
15.39,127.587,61.69,0.00,696.76
9.02,0.007,94.68,0.00,696.78
8.37,10.152,97.45,0.00,696.35
8.40,59.169,98.32,0.00,696.09
8.58,193.137,97.66,0.00,696.03
8.81,312.453,96.92,0.00,696.26
9.01,434.923,97.43,0.00,696.64
9.50,408.035,96.65,0.00,697.22
10.71,390.663,89.71,0.00,697.82
12.28,415.656,79.88,0.00,698.04
13.55,420.246,73.57,0.00,698.16
13.35,190.784,72.54,0.00,698.06
14.38,81.531,66.93,0.00,697.50
8.13,0.002,92.46,0.00,697.11
7.81,13.176,96.33,0.00,696.56
7.01,174.275,98.04,0.00,696.02
7.40,421.428,98.78,0.00,696.06
7.54,606.625,98.70,0.00,696.32
7.76,637.861,97.69,0.00,696.54
9.18,413.921,92.45,0.00,697.06
12.57,197.444,73.28,0.00,697.74
14.21,275.932,66.44,0.00,697.95
15.64,324.911,59.40,0.00,697.76
15.36,257.191,57.94,0.00,697.53
14.81,245.739,62.55,0.00,696.99
6.32,0,89.06,0.00,696.67
7.08,10.618,89.56,0.00,696.12
7.08,120,91.08,0.00,695.76
7.23,418.543,90.84,0.00,695.62
6.59,674.457,92.64,0.00,695.78
6.84,493.063,94.93,0.00,696.14
8.17,655.508,92.60,0.00,696.45
11.28,465.258,78.33,0.00,696.76
13.67,534.514,69.68,0.00,696.82
14.17,441.385,68.00,0.00,696.76
15.19,331.47,63.72,0.00,696.41
15.00,332.889,64.45,0.00,696.00
8.61,0,97.75,0.00,696.41
8.37,21.855,97.63,0.00,695.92
8.10,176.82,97.64,0.00,695.66
7.83,257.11,98.00,0.00,695.57
7.96,403.365,98.51,0.00,695.85
8.11,434.678,98.70,0.00,696.21
9.64,746.001,91.35,0.00,696.70
10.89,616.345,84.87,0.00,697.20
11.80,491.103,80.91,0.00,697.50
12.48,425.785,78.73,0.00,697.66
14.19,248.334,72.71,0.00,697.34
15.43,160.943,65.53,0.00,696.76
8.24,0,98.66,0.00,696.92
8.09,13.411,97.70,0.00,696.86
7.83,99.151,95.13,0.00,696.59
6.35,442.105,97.18,0.00,696.59
6.46,675.216,93.55,0.00,696.70
7.18,587.965,93.93,0.00,696.96
8.55,729.638,90.38,0.00,697.26
11.72,703.115,76.03,0.00,697.78
13.60,430.912,69.34,0.00,697.74
14.73,477.082,66.40,0.00,697.51
15.91,342.293,63.31,0.00,697.31
16.26,250.988,63.16,0.00,697.02
7.72,0,90.90,0.00,696.67
8.25,7.915,91.35,0.00,696.20
8.70,62.415,89.66,0.00,695.97
8.61,168.372,91.52,0.00,696.08
8.63,209.361,90.07,0.00,696.38
8.33,418.344,92.01,0.00,696.87
8.86,382.9,91.31,0.00,697.83
9.43,350.313,88.24,0.00,698.55
10.16,562.693,85.06,0.00,698.88
11.11,446.355,80.82,0.00,698.53
12.89,189.742,70.90,0.00,698.08
12.99,81.03,70.95,0.00,697.42
6.45,0,93.33,0.00,696.29
5.20,15.701,91.99,0.00,696.12
4.68,157.779,90.02,0.00,695.88
4.46,478.157,90.49,0.00,695.66
4.32,615.792,92.19,0.00,695.71
5.17,793.406,91.40,0.00,695.71
8.06,590.322,84.25,0.00,696.15
11.39,325.453,75.70,0.00,696.58
13.20,463.298,71.40,0.00,696.52
14.37,342.245,68.34,0.00,696.49
15.24,309.103,63.68,0.00,696.18
15.00,241.614,65.00,0.00,695.73
7.42,0,86.18,0.00,696.21
7.15,11.164,88.69,0.00,695.54
6.80,104.256,92.29,0.00,695.44
7.46,188.011,90.79,0.00,695.44
7.63,305.13,91.31,0.00,695.68
7.83,369.466,91.64,0.00,696.07
9.68,572.372,85.42,0.00,696.27
10.29,718.957,86.88,0.00,696.98
12.07,610.092,74.96,0.00,696.98
13.44,304.57,71.62,0.00,696.88
14.80,285.617,66.33,0.00,696.47
16.61,83.257,57.98,0.00,695.61
6.04,0,90.72,0.00,696.00
7.27,14.714,89.32,0.00,695.52
7.82,145.44,91.13,0.00,695.11
7.66,328.791,92.95,0.00,695.14
7.47,540.036,95.80,0.00,695.54
7.18,521.369,97.31,0.00,695.98
8.54,441.667,93.47,0.00,696.50
10.81,617.386,80.85,0.00,697.00
12.85,445.224,73.00,0.00,697.12
13.95,417.228,67.41,0.00,696.88
14.97,134.798,61.54,0.00,696.24
16.01,106.419,59.10,0.00,695.58
9.01,0,91.24,0.00,695.55
8.83,8.065,93.00,0.00,695.15
8.62,68.207,94.30,0.00,694.93
9.00,199.038,88.24,0.00,695.01
8.37,611.158,96.93,0.00,695.16
8.30,721.409,97.44,0.00,695.53
8.84,847.701,95.78,0.00,696.17
10.55,976.912,83.45,0.00,696.67
12.71,433.863,74.66,0.00,696.83
14.33,300.457,66.19,0.00,696.51
15.23,334.89,67.14,0.00,696.16
16.30,346.962,60.95,0.00,695.55
8.40,0,96.47,0.00,695.53
8.13,6.252,96.32,0.00,694.98
7.58,24.262,96.56,0.00,694.54
7.46,48.393,97.85,0.00,694.50
7.05,309.025,97.79,0.00,694.84
7.56,622.988,96.41,0.00,695.08
8.11,309.003,97.33,0.00,695.92
8.48,396.035,98.10,0.00,696.77
9.08,356.547,91.46,0.00,697.27
11.70,296.732,72.75,0.00,697.03
11.12,230.545,78.84,0.00,696.71
11.73,136.641,78.19,0.00,696.16
7.80,0,94.80,0.00,695.62
7.64,9.818,95.14,0.00,695.06
7.34,76.847,97.29,0.00,694.74
7.86,203.29,96.82,0.00,694.56
7.85,302.709,96.94,0.00,694.72
7.74,396.813,97.22,0.00,695.06
8.64,446.958,95.82,0.00,695.63
10.08,521.507,90.09,0.00,696.23
11.56,537.085,80.22,0.00,696.37
12.75,395.333,75.06,0.00,696.51
14.09,171.369,68.35,0.00,696.01
15.32,62.267,63.83,0.00,695.22
7.86,0,94.61,0.00,695.42
7.05,11.218,96.49,0.00,695.04
6.35,78.848,93.97,0.00,694.70
4.95,205.647,92.52,0.00,694.74
5.60,499.061,91.52,0.00,695.15
6.82,564.149,89.47,0.00,695.27
8.26,532.014,86.25,0.00,695.40
9.99,625.476,83.25,0.00,696.05
11.81,323.465,75.93,0.00,696.24
13.04,521.008,72.12,0.00,696.19
14.15,231.558,68.09,0.00,695.71
15.18,143.459,66.78,0.00,695.08
8.42,0,90.91,0.00,695.44
7.58,11.096,96.72,0.00,695.07
7.64,73.34,98.04,0.00,694.84
8.16,239.828,95.37,0.00,694.76
8.35,164.738,94.60,0.00,695.05
8.28,306.47,95.77,0.00,695.44
9.13,231.406,93.01,0.00,695.93
11.19,317.924,80.69,0.00,696.26
11.29,413.036,80.31,0.00,696.59
12.44,204.847,75.69,0.00,696.49
12.89,212.202,74.58,0.00,696.10
13.56,110.346,70.42,0.00,695.71
8.97,0,84.40,0.00,696.09
8.62,10.25,86.77,0.00,695.73
7.45,207.618,89.11,0.00,695.45
7.21,474.958,91.26,0.00,695.45
6.76,385.105,93.08,0.00,695.65
6.49,512.351,88.92,0.00,695.91
9.16,280.157,81.40,0.00,696.35
11.89,423.846,72.56,0.00,696.68
11.89,745.372,75.01,0.00,696.83
13.19,428.078,70.49,0.00,696.93
12.13,201.005,76.98,0.00,696.77
12.53,99.369,75.08,0.00,696.35
6.60,0,76.18,0.00,696.03
7.57,13.232,73.72,0.00,695.65
7.11,163.038,76.02,0.00,695.31
7.44,288.688,78.09,0.00,695.29
7.30,686.73,78.92,0.00,695.51
8.48,935.258,73.74,0.00,695.84
10.52,759.383,67.01,0.00,696.07
11.58,827.254,61.98,0.00,696.36
12.99,697.453,59.54,0.00,696.59
14.39,440.81,56.04,0.00,696.71
15.11,282.776,53.68,0.00,696.36
15.01,118.245,52.64,0.00,695.90
6.63,0,93.99,0.00,695.33
5.85,9.993,93.94,0.00,694.73
6.23,144.273,91.86,0.00,694.50
6.63,510.999,90.26,0.00,694.49
5.93,546.472,94.07,0.00,694.62
6.73,480.317,86.05,0.00,694.82
9.68,351.219,70.04,0.00,695.19
11.95,206.556,64.55,0.00,695.67
12.90,393.439,63.45,0.00,695.97
13.03,467.755,63.87,0.00,696.05
12.86,292.554,64.27,0.00,695.75
12.64,154.933,63.54,0.00,695.25
8.35,0,88.31,0.00,695.31
8.19,8.437,90.53,0.00,695.02
7.77,78.871,95.81,0.00,694.77
7.12,197.501,96.86,0.00,694.82
5.94,285.444,97.03,0.00,694.84
5.92,368.676,98.05,0.00,695.00
7.55,586.531,97.64,0.00,695.37
9.58,448.384,89.07,0.00,696.03
10.79,670.476,85.05,0.00,696.45
11.81,589.464,81.55,0.00,696.52
13.05,310.377,74.40,0.00,696.35
13.21,113.11,73.56,0.00,696.09
8.05,0,96.62,0.00,696.10
7.67,10.62,97.20,0.00,695.80
6.58,76.216,98.19,0.00,695.48
6.25,251.63,98.36,0.00,695.39
6.27,305.692,98.46,0.00,695.58
6.47,635.171,97.73,0.00,695.60
7.59,691.068,92.30,0.00,696.03
9.36,860.67,84.73,0.00,696.35
9.87,359.707,87.79,0.00,696.75
11.62,384.692,78.85,0.00,696.59
12.59,309.292,71.81,0.00,696.25
13.46,150.779,71.34,0.00,695.88
7.80,0.002,97.30,0.00,695.59
7.74,13.254,97.20,0.00,695.24
7.48,147.836,97.65,0.00,694.93
7.39,400.47,97.70,0.00,694.95
7.32,334.376,97.51,0.00,695.12
6.69,505.197,97.85,0.00,695.13
9.00,678.509,89.20,0.00,695.65
11.14,786.749,80.93,0.00,696.23
11.48,536.766,78.53,0.00,696.40
12.37,728.468,75.09,0.00,696.19
13.93,263.949,69.80,0.00,695.76
14.92,136.846,60.06,0.00,695.50
7.97,0,97.39,0.00,695.94
8.12,11.881,96.68,0.00,695.73
8.20,108.777,94.79,0.00,695.45
8.09,166.804,95.59,0.00,695.22
8.03,290.429,95.51,0.00,695.37
7.85,355.819,95.46,0.00,695.54
8.95,446.086,92.36,0.00,695.87
9.77,608.808,87.34,0.00,696.12
11.42,639.482,79.44,0.00,696.26
11.73,717.953,80.77,0.00,696.28
12.57,366.731,77.82,0.00,696.02
13.51,169.21,71.41,0.00,695.79
8.26,0.002,95.66,0.00,695.88
8.24,4.006,96.02,0.00,695.49
8.27,41.852,95.78,0.00,695.29
7.69,190.366,97.09,0.00,695.17
7.47,243.034,97.80,0.00,695.38
7.55,469.37,95.48,0.00,695.80
8.35,245.925,90.78,0.00,696.20
9.79,239.993,85.39,0.00,696.67
10.93,273.042,81.21,0.00,696.73
11.71,168.496,79.53,0.00,696.74
11.76,165.872,78.99,0.00,696.51
12.00,141.13,78.02,0.00,696.10
8.01,0,92.06,0.00,695.51
7.97,5.251,92.29,0.00,695.34
7.62,65.35,96.10,0.00,695.02
6.55,120.917,97.70,0.00,694.73
6.63,365.408,98.66,0.00,695.18
6.97,381.05,98.82,0.00,695.54
7.45,413.065,97.34,0.00,695.96
8.94,625.276,89.30,0.00,696.42
10.60,815.481,81.48,0.00,696.49
12.16,402.773,75.20,0.00,696.33
13.47,266.015,71.66,0.00,695.86
14.89,175.837,63.92,0.00,695.27
8.29,0.001,91.01,0.00,695.16
7.99,3.829,94.15,0.00,694.70
7.81,53.873,96.10,0.00,694.51
8.04,127.18,96.81,0.00,694.56
8.25,409.989,96.60,0.00,694.88
8.13,510.083,97.88,0.00,695.39
7.89,538.833,91.76,0.00,695.91
8.57,248.289,91.16,0.00,696.54
10.27,216.933,84.93,0.00,696.88
12.62,243.895,72.72,0.00,696.54
13.92,277.308,70.51,0.00,695.88
13.20,251.127,73.13,0.00,695.40
6.85,0,90.37,0.00,695.88
6.57,11.322,92.13,0.00,695.23
6.16,95.503,95.30,0.00,695.23
6.68,239.42,94.98,0.00,695.08
6.49,362.705,96.25,0.00,695.19
6.82,523.585,94.48,0.00,695.52
7.71,565.861,96.90,0.00,696.33
10.20,259.404,82.01,0.00,696.71
12.10,425.427,75.73,0.00,697.02
13.98,366.603,67.41,0.00,696.91
15.15,268.418,62.50,0.00,696.54
14.17,322.029,66.88,0.00,696.17
6.71,0,86.38,0.00,695.81
6.70,4.59,89.24,0.00,695.54
7.04,53.71,93.07,0.00,695.35
7.20,158.152,92.21,0.00,695.20
5.93,316.009,96.26,0.00,695.35
6.21,236.053,97.77,0.00,695.83
7.71,298.934,97.18,0.00,696.29
9.97,452.324,84.95,0.00,696.66
11.87,165.915,77.93,0.00,696.65
12.39,337.22,72.51,0.00,696.52
13.09,288.932,68.49,0.00,696.20
14.77,109.067,57.52,0.00,695.90
7.99,0.001,92.83,0.00,695.61
7.88,7.448,94.24,0.00,695.27
7.46,43.216,95.81,0.00,695.02
7.55,121.071,97.43,0.00,695.04
7.34,265.037,97.68,0.00,695.24
7.47,413.619,96.29,0.00,695.56
8.27,592.509,93.54,0.00,696.05
9.83,356.333,87.10,0.00,696.59
11.83,242.704,76.22,0.00,696.68
13.43,338.199,68.88,0.00,696.72
14.88,322.584,63.77,0.00,696.37
14.79,227.546,64.92,0.00,695.80
6.42,0,92.49,0.00,695.75
7.14,8.107,91.84,0.00,695.27
7.20,153.289,92.11,0.00,695.01
5.74,450.916,92.88,0.00,694.78
4.01,648.696,94.01,0.00,695.11
3.14,825.147,94.74,0.00,695.57
6.06,845.021,87.72,0.00,695.66
9.96,825.901,79.64,0.00,695.85
12.34,392.399,71.69,0.00,696.08
15.25,461.1,58.63,0.00,696.05
16.37,590.733,57.32,0.00,695.75
17.02,81.566,56.23,0.00,695.19
3.85,0,93.27,0.00,695.96
4.70,10.196,91.78,0.00,695.49
5.72,144.149,89.03,0.00,695.21
5.68,365.381,89.66,0.00,695.20
5.96,536.957,90.26,0.00,695.57
5.86,824.861,90.96,0.00,696.05
7.66,804.075,86.73,0.00,696.36
10.90,704.87,76.11,0.00,696.86
13.26,693.494,67.00,0.00,697.01
14.98,637.003,67.27,0.00,696.73
15.39,496.218,65.17,0.00,696.32
16.05,266.09,60.03,0.00,695.76
7.82,0.003,95.45,0.00,695.90
7.85,6.561,96.72,0.00,695.24
7.81,38.121,97.42,0.00,694.97
7.81,154.698,96.45,0.00,694.67
8.28,258.572,93.57,0.00,695.29
8.46,321.391,91.88,0.00,695.75
8.74,328.659,89.97,0.00,696.28
9.98,381.318,82.74,0.00,696.73
11.37,343.447,78.40,0.00,696.74
11.49,248.337,82.11,0.00,696.76
12.21,230.043,75.44,0.00,696.73
13.12,162.325,69.59,0.00,696.34
8.89,0.002,90.08,0.00,695.63
8.71,4.461,91.08,0.00,694.92
8.39,66.365,93.92,0.00,694.48
8.27,175.464,95.41,0.00,694.62
8.30,357.154,96.10,0.00,694.79
8.46,329.489,94.45,0.00,695.04
9.11,473.702,89.82,0.00,695.39
9.95,405.197,89.10,0.00,695.89
11.27,436.956,86.66,0.00,695.89
11.84,223.367,82.53,0.00,695.76
13.02,128.153,73.67,0.00,695.58
13.13,121.796,67.89,0.00,695.13
7.14,0,93.77,0.00,695.74
6.13,9.177,93.61,0.00,695.39
4.84,95.734,91.58,0.00,695.08
5.18,177.905,88.66,0.00,694.90
6.29,359.977,85.64,0.00,694.91
6.08,286.468,90.16,0.00,695.11
8.12,358.492,82.77,0.00,695.44
9.43,584.861,81.59,0.00,696.02
10.65,479.165,80.67,0.00,696.21
11.56,574.209,78.36,0.00,696.06
12.10,573.971,80.24,0.00,695.76
12.76,176.145,79.21,0.00,695.28
6.67,0,90.82,0.00,694.94
6.47,8.675,93.51,0.00,694.69
6.62,111.697,92.72,0.00,694.50
6.43,367.561,92.25,0.00,694.61
8.00,675.212,83.31,0.00,694.87
7.46,900.562,83.62,0.00,695.21
8.72,1036.123,78.16,0.00,695.37
10.68,750.868,70.06,0.00,695.82
12.02,819.849,61.79,0.00,696.28
12.95,280.47,54.19,0.00,696.49
13.88,177.752,52.36,0.00,696.17
13.45,117.675,54.77,0.00,695.68
6.72,0,96.89,0.00,695.60
7.05,5.091,95.15,0.00,695.29
6.44,72.091,95.95,0.00,695.02
6.59,237.727,97.16,0.00,695.01
6.41,362.094,97.79,0.00,695.22
5.68,446.962,98.40,0.00,695.25
5.79,464.624,98.88,0.00,695.76
8.12,724.358,94.42,0.00,696.23
10.77,724.196,80.63,0.00,696.23
12.11,382.384,77.13,0.00,696.10
12.39,192.121,78.80,0.00,696.04
12.91,78.224,79.95,0.00,695.81
7.16,0,97.39,0.00,696.08
7.12,5.884,97.87,0.00,695.65
6.98,47.939,98.19,0.00,695.48
7.05,161.727,98.33,0.00,695.53
7.16,311.605,97.92,0.00,695.64
7.23,529.635,98.25,0.00,695.89
7.63,645.496,98.35,0.00,696.32
8.80,804.652,90.83,0.00,696.84
10.18,298.89,84.82,0.00,696.90
11.67,165.223,80.18,0.00,696.81
13.21,106.026,72.41,0.00,696.55
14.53,93.72,65.68,0.00,696.17
3.69,0,96.15,0.00,696.70
4.13,10.322,94.91,0.00,696.52
4.33,64.926,94.27,0.00,696.16
3.98,160.098,94.80,0.00,696.22
4.28,396.036,95.01,0.00,696.38
5.11,677.619,94.15,0.00,696.64
6.71,632.158,92.29,0.00,697.00
8.57,643.005,85.75,0.00,697.42
11.29,585.791,70.90,0.00,697.55
13.46,527.317,62.88,0.00,697.59
13.58,219.627,64.05,0.00,697.35
13.87,120.356,64.80,0.00,696.85
7.23,0,98.25,0.00,697.10
6.62,5.008,98.45,0.00,696.78
6.59,40.186,98.67,0.00,696.62
6.76,104.894,98.58,0.00,696.64
6.71,260.624,98.50,0.00,696.78
6.63,367.819,98.78,0.00,696.67
6.82,463.655,98.91,0.00,697.18
7.69,290.561,96.01,0.00,697.71
10.51,281.722,78.26,0.00,697.82
11.32,476.049,75.88,0.00,697.86
13.06,121.107,63.52,0.00,697.37
12.49,121.173,66.88,0.00,696.68
6.31,0,94.89,0.00,696.81
5.58,7.919,98.28,0.00,696.32
4.58,123.959,98.70,0.00,696.08
5.37,285.523,98.42,0.00,696.04
7.14,270.948,91.30,0.00,696.29
8.31,313.614,85.91,0.00,696.49
9.77,302.507,80.68,0.00,696.82
11.48,439.811,69.39,0.00,697.62
12.21,783.819,67.41,0.00,697.70
12.73,739.515,65.83,0.00,697.26
13.54,646.999,64.11,0.00,696.64
14.14,348.227,60.67,0.00,696.31
9.55,0,79.74,0.00,695.84
9.41,5.632,80.36,0.00,695.33
9.36,67.382,80.47,0.00,694.94
8.40,203.314,90.34,0.00,694.78
8.08,476.435,94.75,0.00,695.32
8.00,465.713,95.88,0.00,695.85
8.54,569.102,92.57,0.00,696.54
10.54,544.941,75.27,0.00,696.90
12.26,478.47,63.81,0.00,697.16
